0.05058 0.05
0.103854 0.050375
0.105034 0.0509531
0.106214 0.051584
0.107394 0.052261
0.108574 0.0529784
0.157074 0.0597311
0.158254 0.0591397
0.159434 0.0584972
0.160614 0.0579351
0.161794 0.0575682
0.162974 0.0572472
0.164154 0.0570913
0.210294 0.0627049
0.211474 0.0616167
0.212654 0.0606647
0.213834 0.0599566
0.215014 0.059462
0.216194 0.0590292
0.217374 0.0587756
0.218554 0.0585536
0.219734 0.0583594
0.220914 0.0583145
0.222094 0.0582752
0.264104 0.0577408
0.265284 0.0573982
0.266464 0.0570984
0.267644 0.0568361
0.268824 0.0567316
0.270004 0.0567652
0.271184 0.0566695
0.272364 0.0567108
0.273544 0.056747
0.274724 0.0567786
0.275904 0.0569313
0.277084 0.0571899
0.278264 0.0574161
0.279444 0.0577391
0.280624 0.0580217
0.281804 0.058144
0.317324 0.062751
0.318504 0.0616571
0.319684 0.0607
0.320864 0.0599875
0.322044 0.0594891
0.323224 0.0590529
0.324404 0.0587963
0.325584 0.0585718
0.326764 0.0582503
0.327944 0.058094
0.329124 0.0580823
0.330304 0.058072
0.331484 0.058188
0.332664 0.0582895
0.333844 0.0583783
0.335024 0.058706
0.336204 0.0589928
0.337384 0.0591187
0.338564 0.0593538
0.339744 0.0595596
0.340924 0.0597396
0.342104 0.0601472
0.343284 0.0605038
0.344464 0.0608158
0.370544 0.0643388
0.371724 0.0630465
0.372904 0.0619157
0.374084 0.0611762
0.375264 0.0605292
0.376444 0.059963
0.377624 0.0595927
0.378804 0.0591436
0.379984 0.0587506
0.381164 0.0586568
0.382344 0.0585747
0.383524 0.0585029
0.384704 0.058565
0.385884 0.0586194
0.387064 0.058792
0.388244 0.059068
0.389424 0.0591845
0.390604 0.0592864
0.391784 0.0595006
0.392964 0.059688
0.394144 0.059977
0.395324 0.0603549
0.396504 0.0606855
0.397684 0.0608498
0.398864 0.0611186
0.400044 0.0614788
0.401224 0.0617939
0.402404 0.0621947
0.403584 0.0625454
0.404764 0.0628522
0.405712 0.0632457
0.425534 0.06209
0.426714 0.0612037
0.427894 0.0605532
0.429074 0.0602341
0.430254 0.0600798
0.431434 0.0600698
0.432614 0.0601861
0.433794 0.0604129
0.434974 0.0607362
0.436154 0.0611442
0.437334 0.0613762
0.438514 0.0617042
0.439694 0.0619911
0.440874 0.0622422
0.442054 0.062712
0.443234 0.063123
0.444414 0.0634826
0.445594 0.0639223
0.446774 0.064307
0.447954 0.0645186
0.449134 0.0649538
0.450314 0.0653346
0.451494 0.0656677
0.452674 0.0660843
0.453854 0.0664487
0.455034 0.0668926
0.456214 0.0674061
0.457394 0.0677303
0.458574 0.068014
0.459754 0.0683873
0.460934 0.0687139
0.462114 0.0691246
0.463294 0.069609
0.464474 0.0700329
0.465654 0.0704038
0.466834 0.0708533
0.468014 0.0712467
0.469194 0.0715908
0.470374 0.072017
0.471554 0.0723899
0.472734 0.0727161
0.473914 0.0731266
0.475094 0.0736108
0.476274 0.0739094
0.477454 0.0742957
0.478634 0.0746338
0.479814 0.0749296
0.480994 0.0753134
0.482174 0.0757742
0.483354 0.0761774
0.484534 0.0766552
0.485714 0.0770733
0.486894 0.0750642
0.488074 0.0735561
0.489254 0.0722366
0.490434 0.071082
0.491614 0.0701968
0.492794 0.0692972
0.493974 0.06851
0.495154 0.0680713
0.496334 0.0676874
0.497514 0.0673515
0.498694 0.0671825
0.499874 0.0670347
0.501054 0.0670304
0.502234 0.0671516
0.503414 0.0671326
0.504594 0.067116
0.505774 0.0672265
0.506954 0.0673232
0.508134 0.0675328
0.509314 0.0678412
0.510494 0.0681111
0.511674 0.0682222
0.512854 0.0684444
0.514034 0.0687639
0.515214 0.0690434
0.516394 0.069413
0.517574 0.0697363
0.518754 0.0700193
0.519934 0.0703919
0.521114 0.0708429
0.522294 0.0711125
0.523474 0.0714735
0.524654 0.0717893
0.525834 0.0720656
0.527014 0.0725574
0.528194 0.0729877
0.529374 0.0733643
0.530554 0.0738187
0.531734 0.0740914
0.532914 0.07433
0.534094 0.0747887
0.554274 0.0775651
0.555454 0.0746195
0.556634 0.0721671
0.557814 0.0701462
0.558994 0.0685029
0.560174 0.067315
0.561354 0.0664007
0.562534 0.0657256
0.563714 0.0652599
0.564894 0.0649774
0.566074 0.0649802
0.567254 0.0651077
0.568434 0.0653442
0.569614 0.0656762
0.570794 0.0660917
0.571974 0.0665802
0.573154 0.0672577
0.574334 0.0679755
0.575514 0.0687285
0.576694 0.0695125
0.577874 0.0703234
0.579054 0.071283
0.580234 0.0722476
0.581414 0.0732167
0.582594 0.0741896
0.583774 0.0751659
0.584954 0.0761451
0.586134 0.077252
0.587314 0.0783455
0.588494 0.0794273
0.589674 0.0804989
0.590854 0.0815615
0.592034 0.0827413
0.593214 0.0838987
0.594394 0.0850363
0.595574 0.0861568
0.596754 0.0872622
0.597934 0.0883544
0.599114 0.0895601
0.600294 0.0907401
0.601474 0.0918976
0.602654 0.0930354
0.603834 0.094156
0.605014 0.0953865
0.606194 0.0965882
0.607374 0.0977646
0.608554 0.0989191
0.609734 0.100054
0.610914 0.101172
0.612094 0.102401
0.613274 0.103601
0.614454 0.104776
0.615634 0.105929
0.616814 0.107063
0.617994 0.10818
0.619174 0.109407
0.620354 0.110606
0.621534 0.111656
0.622714 0.112574
0.623894 0.113502
0.625074 0.114439
0.626254 0.115259
0.627434 0.116102
0.628614 0.116839
0.629794 0.117359
0.630974 0.117939
0.632154 0.118572
0.633334 0.119125
0.634514 0.119735
0.635694 0.120268
0.636874 0.120734
0.638054 0.121393
0.639234 0.121844
0.640414 0.122238
0.641594 0.122708
0.642774 0.12312
0.643954 0.12348
0.645134 0.124045
0.646314 0.124539
0.647494 0.124972
0.648674 0.125475
0.649854 0.125791
0.651034 0.126192
0.652214 0.126668
0.653394 0.127085
0.654574 0.127449
0.655754 0.127893
0.656934 0.128281
0.658114 0.128621
0.659294 0.129043
0.660474 0.129413
0.661654 0.129736
0.662834 0.130144
0.663782 0.130501
0.683604 0.120939
0.684784 0.112696
0.685964 0.105609
0.687144 0.0996581
0.688324 0.0945758
0.689504 0.0902539
0.690684 0.0865971
0.691864 0.0835225
0.693044 0.0810822
0.694224 0.0790719
0.695404 0.0774379
0.696584 0.0761332
0.697764 0.0751165
0.698944 0.074352
0.700124 0.073933
0.701304 0.0736913
0.702484 0.0736049
0.703664 0.0736543
0.704844 0.0738225
0.706024 0.0742197
0.707204 0.0746922
0.708384 0.0752307
0.709564 0.0758269
0.710744 0.0764735
0.711924 0.0771643
0.713104 0.0780188
0.714284 0.0788914
0.715464 0.07978
0.716644 0.0806825
0.717824 0.0815972
0.719004 0.0826475
0.720184 0.0836916
0.721364 0.0847301
0.722544 0.0857639
0.723724 0.0867934
0.724904 0.0878192
0.726084 0.0889668
0.727264 0.090096
0.728444 0.091209
0.729624 0.0923078
0.730804 0.0933944
0.731984 0.0944701
0.733164 0.0956613
0.734344 0.0968286
0.735524 0.0979751
0.736704 0.0991032
0.737884 0.100215
0.739064 0.101438
0.740244 0.102634
0.741424 0.103804
0.742604 0.104954
0.743784 0.106085
0.744964 0.107199
0.746144 0.108424
0.747324 0.109621
0.748504 0.110793
0.749684 0.111944
0.750864 0.113076
0.752044 0.114317
0.753224 0.115527
0.754404 0.116711
0.755584 0.117872
0.756764 0.119013
0.757944 0.120137
0.759124 0.12137
0.760304 0.122573
0.761484 0.123752
0.762664 0.124908
0.763844 0.126044
0.765024 0.127289
0.766204 0.128503
0.767384 0.12969
0.768564 0.130854
0.769744 0.131997
0.770924 0.133122
0.772104 0.134357
0.773284 0.135562
0.774464 0.136742
0.775644 0.137899
0.776824 0.139037
0.778004 0.140282
0.779184 0.141497
0.780364 0.142685
0.781544 0.143849
0.782724 0.144993
0.783904 0.146119
0.785084 0.147354
0.786264 0.14856
0.787444 0.14974
0.788624 0.150897
0.789804 0.152035
0.790984 0.153156
0.792164 0.154386
0.812344 0.157963
0.813524 0.144968
0.814704 0.133722
0.815884 0.124006
0.817064 0.115756
0.818244 0.108661
0.819424 0.102579
0.820604 0.0973812
0.821784 0.0929586
0.822964 0.0892138
0.824144 0.086187
0.825324 0.0836637
0.826504 0.0815807
0.827684 0.0798831
0.828864 0.0785227
0.830044 0.0775824
0.831224 0.0768846
0.832404 0.076399
0.833584 0.0760991
0.834764 0.0759617
0.835944 0.0759665
0.837124 0.0762207
0.838304 0.0765681
0.839484 0.0769971
0.840664 0.0774975
0.841844 0.0780603
0.843024 0.0788027
0.844204 0.0795774
0.845384 0.0803802
0.846564 0.0812077
0.847744 0.0820567
