+10000ns 44.8
+5.0001e+08ns 3.512
+1.00001e+09ns 7.02234
+1.50001e+09ns 7.02234
+2.00001e+09ns 7.02234
+2.50001e+09ns 7.02234
+3.00001e+09ns 7.02234
+3.50001e+09ns 7.02234
+4.00001e+09ns 7.02234
+4.50001e+09ns 5.26675
+5.00001e+09ns 7.02234
+5.50001e+09ns 7.02234
+6.00001e+09ns 7.02234
+6.50001e+09ns 7.02234
+7.00001e+09ns 7.02234
+7.50001e+09ns 7.02234
+8.00001e+09ns 7.02234
+8.50001e+09ns 5.26675
+9.00001e+09ns 7.02234
+9.50001e+09ns 7.02234
