0 594152000 3105501
1 594152000 3105496
2 594152000 3105488
3 594152000 3105477
4 594152000 3105462
5 594152000 3105443
6 594152000 3105421
7 594152000 3105395
8 594152000 3105366
9 594152000 3105333
10 594152000 3105297
11 594152000 3105257
12 594152000 3105213
13 594152000 3105166
14 594152000 3105116
15 594152000 3105061
16 594152000 3105004
17 594152000 3104942
18 594152000 3104877
19 594152000 3104809
20 594152000 3104737
21 594152000 3104661
22 594152000 3104582
23 594152000 3104500
24 594152000 3104413
25 594152000 3104323
26 594152000 3104230
27 594152000 3104133
28 594152000 3104033
29 594152000 3103929
30 594152000 3103821
31 594152000 3103710
32 594152000 3103595
33 594152000 3103477
34 594152000 3103355
35 594152000 3103229
36 594152000 3103100
37 594152000 3102968
38 594152000 3102832
39 594152000 3102692
40 594152000 3102549
41 594152000 3102402
42 594152000 3102252
43 594152000 3102098
44 594152000 3101941
45 594152000 3101780
46 594152000 3101615
47 594152000 3101447
48 594152000 3101275
49 594152000 3101100
50 594152000 3100921
51 594152000 3100739
52 594152000 3100553
53 594152000 3100364
54 594152000 3100171
55 594152000 3099974
56 594152000 3099774
57 594152000 3099570
58 594152000 3099363
59 594152000 3099152
60 594152000 3098938
61 594152000 3098720
62 594152000 3098499
63 594152000 3098274
64 594152000 3098045
65 594152000 3097813
66 594152000 3097577
67 594152000 3097338
68 594152000 3097095
69 594152000 3096849
70 594152000 3096599
71 594152000 3096346
72 594152000 3096089
73 594152000 3095828
74 594152000 3095564
75 594152000 3095297
76 594152000 3095026
77 594152000 3094751
78 594152000 3094473
79 594152000 3094191
80 594152000 3093905
81 594152000 3093617
82 594152000 3093324
83 594152000 3093028
84 594152000 3092729
85 594152000 3092426
86 594152000 3092119
87 594152000 3091809
88 594152000 3091495
89 594152000 3091178
90 594152000 3090857
91 594152000 3090533
92 594152000 3090205
93 594152000 3089873
94 594152000 3089538
95 594152000 3089200
96 594152000 3088858
97 594152000 3088512
98 594152000 3088163
99 594152000 3087811
100 594152000 3087454
101 594152000 3087095
102 594152000 3086731
103 594152000 3086364
104 594152000 3085994
105 594152000 3085620
106 594152000 3085243
107 594152000 3084862
108 594152000 3084477
109 594152000 3084089
110 594152000 3083698
111 594152000 3083303
112 594152000 3082904
113 594152000 3082502
114 594152000 3082096
115 594152000 3081687
116 594152000 3081274
117 594152000 3080858
118 594152000 3080438
119 594152000 3080014
120 594152000 3079588
121 594152000 3079157
122 594152000 3078723
123 594152000 3078286
124 594152000 3077845
125 594152000 3077400
126 594152000 3076952
127 594152000 3076501
128 594152000 3076045
129 594152000 3075587
130 594152000 3075125
131 594152000 3074659
132 594152000 3074190
133 594152000 3073717
134 594152000 3073241
135 594152000 3072761
136 594152000 3072278
137 594152000 3071791
138 594152000 3071300
139 594152000 3070807
140 594152000 3070309
141 594152000 3069808
142 594152000 3069304
143 594152000 3068796
144 594152000 3068285
145 594152000 3067770
146 594152000 3067251
147 594152000 3066729
148 594152000 3066204
149 594152000 3065675
150 594152000 3065142
151 594152000 3064606
152 594152000 3064067
153 594152000 3063524
154 594152000 3062977
155 594152000 3062427
156 594152000 3061873
157 594152000 3061316
158 594152000 3060756
159 594152000 3060192
160 594152000 3059624
161 594152000 3059053
162 594152000 3058478
163 594152000 3057900
164 594152000 3057319
165 594152000 3056733
166 594152000 3056145
167 594152000 3055553
168 594152000 3054957
169 594152000 3054358
170 594152000 3053755
171 594152000 3053149
172 594152000 3052540
173 594152000 3051927
174 594152000 3051310
175 594152000 3050690
176 594152000 3050066
177 594152000 3049439
178 594152000 3048809
179 594152000 3048175
180 594152000 3047537
181 594152000 3046896
182 594152000 3046252
183 594152000 3045604
184 594152000 3044952
185 594152000 3044297
186 594152000 3043639
187 594152000 3042977
188 594152000 3042311
189 594152000 3041642
190 594152000 3040970
191 594152000 3040294
192 594152000 3039615
193 594152000 3038932
194 594152000 3038246
195 594152000 3037556
196 594152000 3036863
197 594152000 3036166
198 594152000 3035466
199 594152000 3034762
200 594152000 3034055
201 594152000 3033344
202 594152000 3032630
203 594152000 3031913
204 594152000 3031191
205 594152000 3030467
206 594152000 3029739
207 594152000 3029008
208 594152000 3028273
209 594152000 3027534
210 594152000 3026792
211 594152000 3026047
212 594152000 3025298
213 594152000 3024546
214 594152000 3023790
215 594152000 3023031
216 594152000 3022269
217 594152000 3021503
218 594152000 3020733
219 594152000 3019960
220 594152000 3019184
221 594152000 3018404
222 594152000 3017621
223 594152000 3016834
224 594152000 3016044
225 594152000 3015250
226 594152000 3014453
227 594152000 3013652
228 594152000 3012848
229 594152000 3012041
230 594152000 3011230
231 594152000 3010415
232 594152000 3009598
233 594152000 3008776
234 594152000 3007952
235 594152000 3007124
236 594152000 3006292
237 594152000 3005457
238 594152000 3004619
239 594152000 3003777
240 594152000 3002931
241 594152000 3002083
242 594152000 3001231
243 594152000 3000375
244 594152000 2999516
245 594152000 2998654
246 594152000 2997788
247 594152000 2996918
248 594152000 2996046
249 594152000 2995170
250 594152000 2994290
251 594152000 2993407
252 594152000 2992521
253 594152000 2991631
254 594152000 2990737
255 594152000 2989841
256 594152000 2988941
257 594152000 2988037
258 594152000 2987130
259 594152000 2986220
260 594152000 2985306
261 594152000 2984389
262 594152000 2983469
263 594152000 2982545
264 594152000 2981617
265 594152000 2980686
266 594152000 2979752
267 594152000 2978815
268 594152000 2977874
269 594152000 2976929
270 594152000 2975981
271 594152000 2975030
272 594152000 2974076
273 594152000 2973118
274 594152000 2972156
275 594152000 2971192
276 594152000 2970223
277 594152000 2969252
278 594152000 2968277
279 594152000 2967299
280 594152000 2966317
281 594152000 2965332
282 594152000 2964343
283 594152000 2963351
284 594152000 2962356
285 594152000 2961358
286 594152000 2960355
287 594152000 2959350
288 594152000 2958341
289 594152000 2957329
290 594152000 2956314
291 594152000 2955295
292 594152000 2954272
293 594152000 2953247
294 594152000 2952218
295 594152000 2951185
296 594152000 2950150
297 594152000 2949111
298 594152000 2948068
299 594152000 2947022
