+10000ns 0
+5.0001e+08ns 3.36608
+1.00001e+09ns 6.75891
+1.50001e+09ns 6.76832
+2.00001e+09ns 6.75891
+2.50001e+09ns 6.76832
+3.00001e+09ns 6.76832
+3.50001e+09ns 6.75891
+4.00001e+09ns 6.96589
+4.50001e+09ns 6.86611
+5.00001e+09ns 6.76832
+5.50001e+09ns 6.75891
+6.00001e+09ns 6.76832
+6.50001e+09ns 6.75891
+7.00001e+09ns 6.76832
+7.50001e+09ns 6.76832
+8.00001e+09ns 6.96589
+8.50001e+09ns 6.86611
+9.00001e+09ns 6.76832
+9.50001e+09ns 6.76832
